team,season,season_type,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,defense_snaps,rush_snaps,pass_snaps,win,loss,tie,record,win_pct,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,average_defensive_two_point_attempt,average_defensive_two_point_conv,average_defensive_extra_point_attempt,average_defensive_extra_point_conv,rush_pct,pass_pct
DET,2015,REG,2.0,9.0,25.0,10.0,17.0,8.0,2.0,708.0,123.0,36.0,43.0,101.0,2,0.0,0.0,0.0,0.0,1002,412,572,7.0,9.0,0.0,'7-9-0,0.438,0.125,0.5625,1.5625,0.625,1.0625,0.5,0.125,44.25,7.6875,2.25,2.6875,6.3125,0.125,0.0,0.0,0.0,0.0,0.41,0.57
GB,2015,POST,0.0,2.0,4.0,1.0,3.0,1.0,0.0,81.0,23.0,6.0,9.0,16.0,0,0.0,0.0,0.0,0.0,133,36,96,11.0,7.0,0.0,'11-7-0,0.611,0.0,1.0,1.2777777777777777,0.3888888888888889,0.8888888888888888,0.3888888888888889,0.05555555555555555,42.888888888888886,8.5,2.3333333333333335,2.888888888888889,5.833333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.27,0.72
GB,2015,REG,0.0,16.0,19.0,6.0,13.0,6.0,1.0,691.0,130.0,36.0,43.0,89.0,2,0.0,0.0,0.0,0.0,1016,417,593,11.0,7.0,0.0,'11-7-0,0.611,0.0,1.0,1.2777777777777777,0.3888888888888889,0.8888888888888888,0.3888888888888889,0.05555555555555555,42.888888888888886,8.5,2.3333333333333335,2.888888888888889,5.833333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.41,0.58
HOU,2015,POST,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,20.0,10.0,3.0,4.0,0,0.0,0.0,0.0,0.0,62,35,25,9.0,8.0,0.0,'9-8-0,0.529,0.0,0.8823529411764706,1.0588235294117647,0.5294117647058824,0.8235294117647058,0.23529411764705882,0.058823529411764705,38.05882352941177,11.882352941176471,4.470588235294118,2.823529411764706,6.235294117647059,0.17647058823529413,0.0,0.0,0.0,0.0,0.56,0.4
HOU,2015,REG,0.0,14.0,18.0,9.0,14.0,4.0,1.0,613.0,182.0,66.0,45.0,102.0,3,0.0,0.0,0.0,0.0,988,374,599,9.0,8.0,0.0,'9-8-0,0.529,0.0,0.8823529411764706,1.0588235294117647,0.5294117647058824,0.8235294117647058,0.23529411764705882,0.058823529411764705,38.05882352941177,11.882352941176471,4.470588235294118,2.823529411764706,6.235294117647059,0.17647058823529413,0.0,0.0,0.0,0.0,0.38,0.61
IND,2015,REG,1.0,17.0,21.0,9.0,14.0,7.0,1.0,644.0,175.0,29.0,35.0,85.0,5,0.0,0.0,0.0,0.0,1074,439,619,8.0,8.0,0.0,'8-8-0,0.5,0.0625,1.0625,1.3125,0.5625,0.875,0.4375,0.0625,40.25,10.9375,1.8125,2.1875,5.3125,0.3125,0.0,0.0,0.0,0.0,0.41,0.58
JAX,2015,REG,0.0,9.0,19.0,9.0,15.0,4.0,1.0,721.0,133.0,22.0,36.0,71.0,3,0.0,0.0,0.0,0.0,1105,443,636,5.0,11.0,0.0,'5-11-0,0.312,0.0,0.5625,1.1875,0.5625,0.9375,0.25,0.0625,45.0625,8.3125,1.375,2.25,4.4375,0.1875,0.0,0.0,0.0,0.0,0.4,0.58
KC,2015,POST,0.0,4.0,2.0,1.0,2.0,0.0,0.0,64.0,22.0,7.0,3.0,3.0,0,0.0,0.0,0.0,0.0,118,34,79,12.0,6.0,0.0,'12-6-0,0.667,0.05555555555555555,1.4444444444444444,1.2222222222222223,0.5,0.9444444444444444,0.3333333333333333,0.16666666666666666,43.94444444444444,6.833333333333333,2.2222222222222223,2.7777777777777777,4.888888888888889,0.3333333333333333,0.0,0.0,0.0,0.0,0.29,0.67
KC,2015,REG,1.0,22.0,20.0,8.0,15.0,6.0,3.0,727.0,101.0,33.0,47.0,85.0,6,0.0,0.0,0.0,0.0,1043,379,656,12.0,6.0,0.0,'12-6-0,0.667,0.05555555555555555,1.4444444444444444,1.2222222222222223,0.5,0.9444444444444444,0.3333333333333333,0.16666666666666666,43.94444444444444,6.833333333333333,2.2222222222222223,2.7777777777777777,4.888888888888889,0.3333333333333333,0.0,0.0,0.0,0.0,0.36,0.63
LA,2015,REG,1.0,13.0,30.0,13.0,19.0,11.0,3.0,736.0,178.0,23.0,41.0,111.0,3,0.0,0.0,0.0,0.0,1094,437,636,7.0,9.0,0.0,'7-9-0,0.438,0.0625,0.8125,1.875,0.8125,1.1875,0.6875,0.1875,46.0,11.125,1.4375,2.5625,6.9375,0.1875,0.0,0.0,0.0,0.0,0.4,0.58
LAC,2015,REG,0.0,11.0,15.0,9.0,9.0,6.0,0.0,605.0,161.0,114.0,32.0,72.0,1,0.0,0.0,0.0,0.0,962,406,542,4.0,12.0,0.0,'4-12-0,0.25,0.0,0.6875,0.9375,0.5625,0.5625,0.375,0.0,37.8125,10.0625,7.125,2.0,4.5,0.0625,0.0,0.0,0.0,0.0,0.42,0.56
LV,2015,REG,2.0,14.0,16.0,9.0,14.0,2.0,1.0,759.0,122.0,42.0,38.0,74.0,1,1.0,0.0,0.0,0.0,1091,398,684,7.0,9.0,0.0,'7-9-0,0.438,0.125,0.875,1.0,0.5625,0.875,0.125,0.0625,47.4375,7.625,2.625,2.375,4.625,0.0625,0.0625,0.0,0.0,0.0,0.36,0.63
MIA,2015,REG,0.0,13.0,14.0,4.0,9.0,5.0,2.0,722.0,153.0,39.0,31.0,86.0,3,0.0,0.0,0.0,0.0,1076,485,573,6.0,10.0,0.0,'6-10-0,0.375,0.0,0.8125,0.875,0.25,0.5625,0.3125,0.125,45.125,9.5625,2.4375,1.9375,5.375,0.1875,0.0,0.0,0.0,0.0,0.45,0.53
MIN,2015,POST,0.0,1.0,2.0,0.0,0.0,2.0,0.0,35.0,10.0,10.0,2.0,7.0,0,0.0,0.0,0.0,0.0,56,27,28,11.0,6.0,0.0,'11-6-0,0.647,0.0,0.8235294117647058,1.0,0.47058823529411764,0.5882352941176471,0.4117647058823529,0.058823529411764705,42.8235294117647,9.176470588235293,6.529411764705882,2.6470588235294117,6.529411764705882,0.17647058823529413,0.0,0.0,0.0,0.0,0.48,0.5
MIN,2015,REG,0.0,13.0,15.0,8.0,10.0,5.0,1.0,693.0,146.0,101.0,43.0,104.0,3,0.0,0.0,0.0,0.0,1018,401,604,11.0,6.0,0.0,'11-6-0,0.647,0.0,0.8235294117647058,1.0,0.47058823529411764,0.5882352941176471,0.4117647058823529,0.058823529411764705,42.8235294117647,9.176470588235293,6.529411764705882,2.6470588235294117,6.529411764705882,0.17647058823529413,0.0,0.0,0.0,0.0,0.39,0.59
NE,2015,POST,0.0,0.0,2.0,2.0,1.0,1.0,0.0,86.0,24.0,1.0,4.0,9.0,0,0.0,0.0,0.0,0.0,148,61,85,13.0,5.0,0.0,'13-5-0,0.722,0.05555555555555555,0.6666666666666666,1.6111111111111112,0.7222222222222222,1.2777777777777777,0.3333333333333333,0.3333333333333333,39.666666666666664,12.055555555555555,3.9444444444444446,2.9444444444444446,5.555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.41,0.57
NE,2015,REG,1.0,12.0,27.0,11.0,22.0,5.0,6.0,628.0,193.0,70.0,49.0,91.0,2,0.0,0.0,0.0,0.0,1045,391,647,13.0,5.0,0.0,'13-5-0,0.722,0.05555555555555555,0.6666666666666666,1.6111111111111112,0.7222222222222222,1.2777777777777777,0.3333333333333333,0.3333333333333333,39.666666666666664,12.055555555555555,3.9444444444444446,2.9444444444444446,5.555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.37,0.62
NO,2015,REG,0.0,9.0,28.0,14.0,19.0,9.0,0.0,658.0,167.0,33.0,31.0,62.0,1,2.0,1.0,0.0,0.0,1000,412,578,7.0,9.0,0.0,'7-9-0,0.438,0.0,0.5625,1.75,0.875,1.1875,0.5625,0.0,41.125,10.4375,2.0625,1.9375,3.875,0.0625,0.125,0.0625,0.0,0.0,0.41,0.58
NYG,2015,REG,1.0,15.0,26.0,12.0,17.0,9.0,4.0,649.0,266.0,213.0,23.0,82.0,4,0.0,0.0,0.0,0.0,1107,430,660,6.0,10.0,0.0,'6-10-0,0.375,0.0625,0.9375,1.625,0.75,1.0625,0.5625,0.25,40.5625,16.625,13.3125,1.4375,5.125,0.25,0.0,0.0,0.0,0.0,0.39,0.6
NYJ,2015,REG,0.0,18.0,20.0,10.0,13.0,7.0,0.0,615.0,188.0,52.0,39.0,109.0,0,0.0,0.0,0.0,0.0,1013,362,640,10.0,6.0,0.0,'10-6-0,0.625,0.0,1.125,1.25,0.625,0.8125,0.4375,0.0,38.4375,11.75,3.25,2.4375,6.8125,0.0,0.0,0.0,0.0,0.0,0.36,0.63
PHI,2015,REG,1.0,15.0,21.0,9.0,17.0,4.0,3.0,748.0,151.0,39.0,37.0,80.0,4,0.0,0.0,0.0,0.0,1149,458,669,7.0,9.0,0.0,'7-9-0,0.438,0.0625,0.9375,1.3125,0.5625,1.0625,0.25,0.1875,46.75,9.4375,2.4375,2.3125,5.0,0.25,0.0,0.0,0.0,0.0,0.4,0.58
PIT,2015,POST,0.0,1.0,7.0,3.0,4.0,3.0,1.0,89.0,17.0,1.0,4.0,10.0,0,0.0,0.0,0.0,0.0,141,56,83,11.0,7.0,0.0,'11-7-0,0.611,0.0,1.0,2.111111111111111,0.9444444444444444,1.1666666666666667,0.9444444444444444,0.2222222222222222,42.94444444444444,11.11111111111111,4.222222222222222,2.888888888888889,5.555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.4,0.59
PIT,2015,REG,0.0,17.0,31.0,14.0,17.0,14.0,3.0,684.0,183.0,75.0,48.0,90.0,2,0.0,0.0,0.0,0.0,1058,372,673,11.0,7.0,0.0,'11-7-0,0.611,0.0,1.0,2.111111111111111,0.9444444444444444,1.1666666666666667,0.9444444444444444,0.2222222222222222,42.94444444444444,11.11111111111111,4.222222222222222,2.888888888888889,5.555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.35,0.64
SEA,2015,POST,0.0,0.0,2.0,1.0,2.0,0.0,0.0,76.0,35.0,12.0,4.0,7.0,0,0.0,0.0,0.0,0.0,120,65,50,11.0,7.0,0.0,'11-7-0,0.611,0.0,0.7777777777777778,1.2222222222222223,0.6111111111111112,1.1111111111111112,0.1111111111111111,0.2222222222222222,38.22222222222222,11.61111111111111,1.5555555555555556,2.2777777777777777,5.888888888888889,0.16666666666666666,0.0,0.0,0.0,0.0,0.54,0.42
SEA,2015,REG,0.0,14.0,20.0,10.0,18.0,2.0,4.0,612.0,174.0,16.0,37.0,99.0,3,0.0,0.0,0.0,0.0,950,352,587,11.0,7.0,0.0,'11-7-0,0.611,0.0,0.7777777777777778,1.2222222222222223,0.6111111111111112,1.1111111111111112,0.1111111111111111,0.2222222222222222,38.22222222222222,11.61111111111111,1.5555555555555556,2.2777777777777777,5.888888888888889,0.16666666666666666,0.0,0.0,0.0,0.0,0.37,0.62
SF,2015,REG,0.0,9.0,12.0,5.0,6.0,6.0,0.0,715.0,175.0,103.0,28.0,75.0,1,0.0,0.0,0.0,0.0,1085,478,579,5.0,11.0,0.0,'5-11-0,0.312,0.0,0.5625,0.75,0.3125,0.375,0.375,0.0,44.6875,10.9375,6.4375,1.75,4.6875,0.0625,0.0,0.0,0.0,0.0,0.44,0.53
TB,2015,REG,0.0,11.0,29.0,13.0,19.0,10.0,2.0,651.0,230.0,115.0,38.0,82.0,3,0.0,0.0,0.0,0.0,1046,447,578,6.0,10.0,0.0,'6-10-0,0.375,0.0,0.6875,1.8125,0.8125,1.1875,0.625,0.125,40.6875,14.375,7.1875,2.375,5.125,0.1875,0.0,0.0,0.0,0.0,0.43,0.55
TEN,2015,REG,0.0,11.0,15.0,6.0,9.0,6.0,0.0,642.0,149.0,10.0,39.0,66.0,2,0.0,0.0,0.0,0.0,1004,440,542,3.0,13.0,0.0,'3-13-0,0.188,0.0,0.6875,0.9375,0.375,0.5625,0.375,0.0,40.125,9.3125,0.625,2.4375,4.125,0.125,0.0,0.0,0.0,0.0,0.44,0.54
WAS,2015,POST,1.0,0.0,1.0,1.0,1.0,0.0,0.0,35.0,16.0,7.0,1.0,2.0,0,0.0,0.0,0.0,0.0,70,31,38,9.0,8.0,0.0,'9-8-0,0.529,0.11764705882352941,0.6470588235294118,2.176470588235294,1.1176470588235294,1.411764705882353,0.7647058823529411,0.11764705882352941,36.529411764705884,14.294117647058824,4.9411764705882355,2.2941176470588234,4.764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.44,0.54
WAS,2015,REG,1.0,11.0,36.0,18.0,23.0,13.0,2.0,586.0,227.0,77.0,38.0,79.0,2,0.0,0.0,0.0,0.0,1012,402,605,9.0,8.0,0.0,'9-8-0,0.529,0.11764705882352941,0.6470588235294118,2.176470588235294,1.1176470588235294,1.411764705882353,0.7647058823529411,0.11764705882352941,36.529411764705884,14.294117647058824,4.9411764705882355,2.2941176470588234,4.764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.4,0.6
ARI,2016,REG,2.0,14.0,28.0,12.0,21.0,7.0,3.0,720.0,114.0,31.0,48.0,99.0,3,0.0,0.0,0.0,0.0,1020,413,596,7.0,9.0,0.0,'7-9-0,0.438,0.125,0.875,1.75,0.75,1.3125,0.4375,0.1875,45.0,7.125,1.9375,3.0,6.1875,0.1875,0.0,0.0,0.0,0.0,0.4,0.58
ATL,2016,POST,1.0,4.0,2.0,2.0,2.0,0.0,0.0,133.0,28.0,12.0,10.0,24.0,1,0.0,0.0,0.0,0.0,214,66,148,13.0,6.0,0.0,'13-6-0,0.684,0.05263157894736842,0.8421052631578947,1.1578947368421053,0.5789473684210527,1.0,0.15789473684210525,0.10526315789473684,40.89473684210526,10.68421052631579,2.8947368421052633,2.3157894736842106,5.315789473684211,0.3157894736842105,0.0,0.0,0.0,0.0,0.31,0.69
ATL,2016,REG,0.0,12.0,20.0,9.0,17.0,3.0,2.0,644.0,175.0,43.0,34.0,77.0,5,0.0,0.0,0.0,0.0,1068,362,691,13.0,6.0,0.0,'13-6-0,0.684,0.05263157894736842,0.8421052631578947,1.1578947368421053,0.5789473684210527,1.0,0.15789473684210525,0.10526315789473684,40.89473684210526,10.68421052631579,2.8947368421052633,2.3157894736842106,5.315789473684211,0.3157894736842105,0.0,0.0,0.0,0.0,0.34,0.65
BAL,2016,REG,0.0,18.0,27.0,11.0,15.0,12.0,5.0,622.0,167.0,30.0,31.0,80.0,1,1.0,1.0,0.0,0.0,996,374,607,8.0,8.0,0.0,'8-8-0,0.5,0.0,1.125,1.6875,0.6875,0.9375,0.75,0.3125,38.875,10.4375,1.875,1.9375,5.0,0.0625,0.0625,0.0625,0.0,0.0,0.38,0.61
BUF,2016,REG,0.0,12.0,18.0,6.0,11.0,7.0,2.0,588.0,239.0,137.0,39.0,76.0,3,0.0,0.0,0.0,0.0,1021,454,551,7.0,9.0,0.0,'7-9-0,0.438,0.0,0.75,1.125,0.375,0.6875,0.4375,0.125,36.75,14.9375,8.5625,2.4375,4.75,0.1875,0.0,0.0,0.0,0.0,0.44,0.54
CAR,2016,REG,1.0,17.0,20.0,11.0,17.0,3.0,3.0,656.0,176.0,28.0,47.0,89.0,3,0.0,0.0,0.0,0.0,1041,365,663,6.0,10.0,0.0,'6-10-0,0.375,0.0625,1.0625,1.25,0.6875,1.0625,0.1875,0.1875,41.0,11.0,1.75,2.9375,5.5625,0.1875,0.0,0.0,0.0,0.0,0.35,0.64
CHI,2016,REG,1.0,8.0,13.0,4.0,10.0,3.0,2.0,683.0,136.0,60.0,37.0,73.0,2,0.0,0.0,0.0,0.0,1013,426,566,3.0,13.0,0.0,'3-13-0,0.188,0.0625,0.5,0.8125,0.25,0.625,0.1875,0.125,42.6875,8.5,3.75,2.3125,4.5625,0.125,0.0,0.0,0.0,0.0,0.42,0.56
CIN,2016,REG,1.0,17.0,16.0,5.0,8.0,8.0,2.0,653.0,202.0,45.0,33.0,99.0,0,2.0,0.0,0.0,0.0,1040,401,625,6.0,10.0,0.0,'6-10-0,0.375,0.0625,1.0625,1.0,0.3125,0.5,0.5,0.125,40.8125,12.625,2.8125,2.0625,6.1875,0.0,0.125,0.0,0.0,0.0,0.39,0.6
CLE,2016,REG,0.0,10.0,10.0,2.0,6.0,4.0,1.0,662.0,182.0,25.0,26.0,78.0,1,1.0,0.0,0.0,0.0,1069,487,568,1.0,15.0,0.0,'1-15-0,0.062,0.0,0.625,0.625,0.125,0.375,0.25,0.0625,41.375,11.375,1.5625,1.625,4.875,0.0625,0.0625,0.0,0.0,0.0,0.46,0.53
DAL,2016,POST,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,0.0,3.0,5.0,0,0.0,0.0,0.0,0.0,63,17,46,13.0,4.0,0.0,'13-4-0,0.765,0.0,0.5882352941176471,1.4705882352941178,0.5882352941176471,1.0,0.47058823529411764,0.11764705882352941,39.76470588235294,11.117647058823529,3.8823529411764706,2.2941176470588234,5.294117647058823,0.0,0.11764705882352941,0.0,0.0,0.0,0.27,0.73
DAL,2016,REG,0.0,9.0,25.0,10.0,17.0,8.0,2.0,636.0,183.0,66.0,36.0,85.0,0,2.0,0.0,0.0,0.0,1015,337,672,13.0,4.0,0.0,'13-4-0,0.765,0.0,0.5882352941176471,1.4705882352941178,0.5882352941176471,1.0,0.47058823529411764,0.11764705882352941,39.76470588235294,11.117647058823529,3.8823529411764706,2.2941176470588234,5.294117647058823,0.0,0.11764705882352941,0.0,0.0,0.0,0.33,0.66
DEN,2016,REG,0.0,14.0,26.0,13.0,16.0,10.0,2.0,693.0,149.0,42.0,42.0,107.0,4,1.0,1.0,0.0,0.0,1079,469,594,9.0,7.0,0.0,'9-7-0,0.562,0.0,0.875,1.625,0.8125,1.0,0.625,0.125,43.3125,9.3125,2.625,2.625,6.6875,0.25,0.0625,0.0625,0.0,0.0,0.43,0.55
DET,2016,POST,0.0,0.0,1.0,0.0,0.0,1.0,0.0,37.0,22.0,0.0,3.0,9.0,0,0.0,0.0,0.0,0.0,71,35,33,9.0,8.0,0.0,'9-8-0,0.529,0.11764705882352941,0.5882352941176471,0.7058823529411765,0.29411764705882354,0.47058823529411764,0.23529411764705882,0.11764705882352941,41.11764705882353,9.470588235294118,3.1176470588235294,1.7058823529411764,4.470588235294118,0.058823529411764705,0.0,0.0,0.0,0.0,0.49,0.46
DET,2016,REG,2.0,10.0,11.0,5.0,8.0,3.0,2.0,662.0,139.0,53.0,26.0,67.0,1,0.0,0.0,0.0,0.0,967,375,577,9.0,8.0,0.0,'9-8-0,0.529,0.11764705882352941,0.5882352941176471,0.7058823529411765,0.29411764705882354,0.47058823529411764,0.23529411764705882,0.11764705882352941,41.11764705882353,9.470588235294118,3.1176470588235294,1.7058823529411764,4.470588235294118,0.058823529411764705,0.0,0.0,0.0,0.0,0.39,0.6
GB,2016,POST,0.0,2.0,3.0,1.0,1.0,2.0,0.0,132.0,18.0,8.0,4.0,15.0,0,0.0,0.0,0.0,0.0,196,72,123,12.0,7.0,0.0,'12-7-0,0.632,0.0,1.0,1.0,0.47368421052631576,0.5789473684210527,0.42105263157894735,0.0,42.0,8.105263157894736,3.6315789473684212,2.3157894736842106,5.052631578947368,0.0,0.0,0.0,0.0,0.0,0.37,0.63
GB,2016,REG,0.0,17.0,16.0,8.0,10.0,6.0,0.0,666.0,136.0,61.0,40.0,81.0,0,0.0,0.0,0.0,0.0,992,370,612,12.0,7.0,0.0,'12-7-0,0.632,0.0,1.0,1.0,0.47368421052631576,0.5789473684210527,0.42105263157894735,0.0,42.0,8.105263157894736,3.6315789473684212,2.3157894736842106,5.052631578947368,0.0,0.0,0.0,0.0,0.0,0.37,0.62
HOU,2016,POST,0.0,5.0,4.0,1.0,2.0,2.0,0.0,72.0,22.0,10.0,5.0,11.0,0,0.0,0.0,0.0,0.0,136,45,88,10.0,8.0,0.0,'10-8-0,0.556,0.05555555555555555,0.8888888888888888,1.1111111111111112,0.3888888888888889,0.5,0.6111111111111112,0.05555555555555555,38.166666666666664,10.666666666666666,3.111111111111111,2.0,5.444444444444445,0.05555555555555555,0.0,0.0,0.0,0.0,0.33,0.65
HOU,2016,REG,1.0,11.0,16.0,6.0,7.0,9.0,1.0,615.0,170.0,46.0,31.0,87.0,1,0.0,0.0,0.0,0.0,951,388,554,10.0,8.0,0.0,'10-8-0,0.556,0.05555555555555555,0.8888888888888888,1.1111111111111112,0.3888888888888889,0.5,0.6111111111111112,0.05555555555555555,38.166666666666664,10.666666666666666,3.111111111111111,2.0,5.444444444444445,0.05555555555555555,0.0,0.0,0.0,0.0,0.41,0.58
IND,2016,REG,0.0,8.0,19.0,9.0,15.0,4.0,3.0,690.0,131.0,11.0,33.0,81.0,1,0.0,0.0,0.0,0.0,1027,398,616,8.0,8.0,0.0,'8-8-0,0.5,0.0,0.5,1.1875,0.5625,0.9375,0.25,0.1875,43.125,8.1875,0.6875,2.0625,5.0625,0.0625,0.0,0.0,0.0,0.0,0.39,0.6
JAX,2016,REG,0.0,7.0,19.0,7.0,9.0,10.0,1.0,699.0,106.0,28.0,33.0,73.0,1,0.0,0.0,0.0,0.0,1030,433,577,3.0,13.0,0.0,'3-13-0,0.188,0.0,0.4375,1.1875,0.4375,0.5625,0.625,0.0625,43.6875,6.625,1.75,2.0625,4.5625,0.0625,0.0,0.0,0.0,0.0,0.42,0.56
KC,2016,POST,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,15.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,66,31,32,12.0,5.0,0.0,'12-5-0,0.706,0.058823529411764705,1.1176470588235294,1.411764705882353,0.8235294117647058,0.8823529411764706,0.5294117647058824,0.0,45.05882352941177,7.294117647058823,1.6470588235294117,1.7058823529411764,4.411764705882353,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.0,0.0,0.47,0.48
KC,2016,REG,1.0,18.0,24.0,14.0,15.0,9.0,0.0,727.0,109.0,28.0,28.0,74.0,5,1.0,1.0,0.0,0.0,1067,428,627,12.0,5.0,0.0,'12-5-0,0.706,0.058823529411764705,1.1176470588235294,1.411764705882353,0.8235294117647058,0.8823529411764706,0.5294117647058824,0.0,45.05882352941177,7.294117647058823,1.6470588235294117,1.7058823529411764,4.411764705882353,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.0,0.0,0.4,0.59
LA,2016,REG,0.0,10.0,18.0,8.0,13.0,5.0,2.0,703.0,133.0,35.0,31.0,100.0,1,0.0,0.0,0.0,0.0,1039,409,613,4.0,12.0,0.0,'4-12-0,0.25,0.0,0.625,1.125,0.5,0.8125,0.3125,0.125,43.9375,8.3125,2.1875,1.9375,6.25,0.0625,0.0,0.0,0.0,0.0,0.39,0.59
LAC,2016,REG,1.0,18.0,15.0,10.0,12.0,3.0,1.0,655.0,155.0,92.0,35.0,85.0,5,0.0,0.0,0.0,0.0,1028,397,616,5.0,11.0,0.0,'5-11-0,0.312,0.0625,1.125,0.9375,0.625,0.75,0.1875,0.0625,40.9375,9.6875,5.75,2.1875,5.3125,0.3125,0.0,0.0,0.0,0.0,0.39,0.6
LV,2016,POST,0.0,0.0,1.0,0.0,0.0,1.0,0.0,48.0,13.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69,42,25,12.0,5.0,0.0,'12-5-0,0.706,0.0,0.9411764705882353,1.5294117647058822,0.7058823529411765,1.1764705882352942,0.35294117647058826,0.17647058823529413,42.1764705882353,8.470588235294118,3.6470588235294117,1.4705882352941178,4.588235294117647,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.61,0.36
LV,2016,REG,0.0,16.0,25.0,12.0,20.0,5.0,3.0,669.0,131.0,54.0,25.0,78.0,1,1.0,0.0,0.0,0.0,993,413,568,12.0,5.0,0.0,'12-5-0,0.706,0.0,0.9411764705882353,1.5294117647058822,0.7058823529411765,1.1764705882352942,0.35294117647058826,0.17647058823529413,42.1764705882353,8.470588235294118,3.6470588235294117,1.4705882352941178,4.588235294117647,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.42,0.57
MIA,2016,POST,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,14.0,1.0,2.0,0,0.0,0.0,0.0,0.0,54,33,19,10.0,7.0,0.0,'10-7-0,0.588,0.0,1.0588235294117647,1.588235294117647,0.6470588235294118,1.0,0.5882352941176471,0.058823529411764705,39.529411764705884,14.411764705882353,3.6470588235294117,2.0,5.470588235294118,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.61,0.35
MIA,2016,REG,0.0,16.0,27.0,11.0,17.0,10.0,1.0,645.0,225.0,48.0,33.0,91.0,1,1.0,1.0,0.0,0.0,1092,449,626,10.0,7.0,0.0,'10-7-0,0.588,0.0,1.0588235294117647,1.588235294117647,0.6470588235294118,1.0,0.5882352941176471,0.058823529411764705,39.529411764705884,14.411764705882353,3.6470588235294117,2.0,5.470588235294118,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.41,0.57
MIN,2016,REG,1.0,14.0,24.0,13.0,15.0,9.0,1.0,649.0,162.0,9.0,41.0,111.0,4,0.0,0.0,0.0,0.0,995,401,587,8.0,8.0,0.0,'8-8-0,0.5,0.0625,0.875,1.5,0.8125,0.9375,0.5625,0.0625,40.5625,10.125,0.5625,2.5625,6.9375,0.25,0.0,0.0,0.0,0.0,0.4,0.59
NE,2016,POST,0.0,4.0,2.0,2.0,2.0,0.0,0.0,108.0,41.0,3.0,8.0,17.0,0,0.0,0.0,0.0,0.0,180,61,118,17.0,2.0,0.0,'17-2-0,0.895,0.15789473684210525,0.8947368421052632,1.631578947368421,0.6842105263157895,1.0,0.631578947368421,0.05263157894736842,38.10526315789474,12.421052631578947,1.3157894736842106,2.210526315789474,4.684210526315789,0.0,0.0,0.0,0.0,0.0,0.34,0.66
NE,2016,REG,3.0,13.0,29.0,11.0,17.0,12.0,1.0,616.0,195.0,22.0,34.0,72.0,0,0.0,0.0,0.0,0.0,1001,365,631,17.0,2.0,0.0,'17-2-0,0.895,0.15789473684210525,0.8947368421052632,1.631578947368421,0.6842105263157895,1.0,0.631578947368421,0.05263157894736842,38.10526315789474,12.421052631578947,1.3157894736842106,2.210526315789474,4.684210526315789,0.0,0.0,0.0,0.0,0.0,0.36,0.63
NO,2016,REG,1.0,9.0,19.0,13.0,11.0,8.0,1.0,653.0,156.0,57.0,30.0,101.0,0,0.0,0.0,0.0,0.0,1012,382,612,7.0,9.0,0.0,'7-9-0,0.438,0.0625,0.5625,1.1875,0.8125,0.6875,0.5,0.0625,40.8125,9.75,3.5625,1.875,6.3125,0.0,0.0,0.0,0.0,0.0,0.38,0.6
NYG,2016,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,5.0,5.0,3.0,0,0.0,0.0,0.0,0.0,70,24,45,11.0,6.0,0.0,'11-6-0,0.647,0.0,1.0,1.3529411764705883,0.5294117647058824,0.8235294117647058,0.5294117647058824,0.058823529411764705,37.0,15.647058823529411,11.647058823529411,2.3529411764705883,4.9411764705882355,0.17647058823529413,0.0,0.0,0.0,0.0,0.34,0.64
